cve_id,degree_cent,betweenness,closeness,pagerank,cvss_score,severity
CVE-2021-33055,0.1402485417195029,0.003543393972629233,0.3775734942066456,0.0004406194066534888,9.8,CRITICAL
CVE-2021-4037,0.18995688562008622,0.0017869271691362428,0.42877337973031754,0.0004406058521960398,7.8,HIGH
CVE-2021-3618,0.2074562515850875,0.00022259374144356316,0.4685680332739156,0.00043993279626775386,7.4,HIGH
CVE-2021-3501,0.18133400963733198,0.0027313305564216463,0.43022367703218767,0.0004385481315047576,7.1,HIGH
CVE-2021-44420,0.16586355566827288,0.002530289766375372,0.42640856493998053,0.0004372769632783962,7.3,HIGH
CVE-2021-27219,0.18640628962718742,0.0010680610210786288,0.46371868752205103,0.00043651112187097603,7.5,HIGH
CVE-2021-27218,0.18640628962718742,0.0010680610210786288,0.46371868752205103,0.00043651112187097603,7.5,HIGH
CVE-2021-21204,0.20263758559472483,0.011818779090647952,0.46817857990976014,0.0004360779922147329,8.8,HIGH
CVE-2021-0066,0.1402485417195029,0.004618558574866256,0.3778991757715162,0.0004354405075532748,8.4,HIGH
CVE-2021-4197,0.18513821962972354,0.0017414712177999492,0.4276108881900011,0.0004349320593121838,7.8,HIGH
CVE-2021-3743,0.1866599036266802,0.0019204981218125985,0.45636574074074077,0.00043424092099421727,7.1,HIGH
CVE-2021-33193,0.19857976160284047,0.0003287640082531469,0.4656353330184223,0.00043354663372600335,7.5,HIGH
CVE-2021-23217,0.15647983768704032,0.0032567957190134836,0.3860765690786253,0.00043195803539610117,7.5,HIGH
CVE-2021-23201,0.15647983768704032,0.0032567957190134836,0.3860765690786253,0.0004319580353961011,7.5,HIGH
CVE-2021-35245,0.13999492772001015,0.003037966478711082,0.3775373420145538,0.0004311091029149167,8.4,HIGH
CVE-2021-3739,0.18615267562769464,0.0018844050993282577,0.4562601249710715,0.00043077350819183824,7.1,HIGH
CVE-2021-45341,0.2018767435962465,0.00019122624991674348,0.46662721893491127,0.00043031409153056687,8.8,HIGH
CVE-2021-45342,0.2018767435962465,0.00019122624991674348,0.46662721893491127,0.00043031409153056687,7.8,HIGH
CVE-2021-4010,0.2018767435962465,0.00019122624991674348,0.46662721893491127,0.00043031409153056687,7.8,HIGH
CVE-2021-39926,0.2018767435962465,0.00019122624991674348,0.46662721893491127,0.00043031409153056687,7.5,HIGH
CVE-2021-1716,0.02155718995688562,0.00023741071886268503,0.2143750339803186,0.00042959997445956747,7.8,HIGH
CVE-2021-1715,0.02155718995688562,0.00023741071886268503,0.2143750339803186,0.00042959997445956747,7.8,HIGH
CVE-2021-3984,0.20086228759827543,0.0002022155933696606,0.46651680075721724,0.0004293320008743042,7.8,HIGH
CVE-2021-3570,0.19934060360131878,0.00031203666723493247,0.46646161126227376,0.0004280705034880704,8.8,HIGH
CVE-2021-21224,0.20213035759573927,0.000205656877670808,0.46651680075721724,0.00042732270496127897,8.8,HIGH
CVE-2021-21232,0.20213035759573927,0.000205656877670808,0.46651680075721724,0.00042732270496127897,8.8,HIGH
CVE-2021-21230,0.20213035759573927,0.000205656877670808,0.46651680075721724,0.00042732270496127897,8.8,HIGH
CVE-2021-21223,0.20213035759573927,0.000205656877670808,0.46651680075721724,0.00042732270496127897,9.6,CRITICAL
CVE-2021-21180,0.20213035759573927,0.000205656877670808,0.46651680075721724,0.00042732270496127897,8.8,HIGH
CVE-2021-21227,0.20213035759573927,0.000205656877670808,0.46651680075721724,0.00042732270496127897,8.8,HIGH
CVE-2021-21174,0.20213035759573927,0.000205656877670808,0.46651680075721724,0.00042732270496127897,8.8,HIGH
CVE-2021-21231,0.20213035759573927,0.000205656877670808,0.46651680075721724,0.00042732270496127897,8.8,HIGH
CVE-2021-21162,0.20213035759573927,0.000205656877670808,0.46651680075721724,0.00042732270496127897,8.8,HIGH
CVE-2021-21226,0.20213035759573927,0.000205656877670808,0.46651680075721724,0.00042732270496127897,9.6,CRITICAL
CVE-2021-21190,0.20213035759573927,0.000205656877670808,0.46651680075721724,0.00042732270496127897,8.8,HIGH
CVE-2021-21160,0.20213035759573927,0.000205656877670808,0.46651680075721724,0.00042732270496127897,8.8,HIGH
CVE-2021-21165,0.20213035759573927,0.000205656877670808,0.46651680075721724,0.00042732270496127897,8.8,HIGH
CVE-2021-21169,0.20213035759573927,0.000205656877670808,0.46651680075721724,0.00042732270496127897,8.8,HIGH
CVE-2021-21167,0.20213035759573927,0.000205656877670808,0.46651680075721724,0.00042732270496127897,8.8,HIGH
CVE-2021-21225,0.20213035759573927,0.000205656877670808,0.46651680075721724,0.00042732270496127897,8.8,HIGH
CVE-2021-21202,0.20213035759573927,0.000205656877670808,0.46651680075721724,0.00042732270496127897,8.6,HIGH
CVE-2021-21213,0.20213035759573927,0.000205656877670808,0.46651680075721724,0.00042732270496127897,8.8,HIGH
CVE-2021-21159,0.20213035759573927,0.000205656877670808,0.46651680075721724,0.00042732270496127897,8.8,HIGH
CVE-2021-21203,0.20213035759573927,0.000205656877670808,0.46651680075721724,0.00042732270496127897,8.8,HIGH
